TotalBill,Nights,Age,Gender,Spa
4448,8,57,M,0
2311,7,73,F,0
,0,63,F,0
2910,10,70,F,0
,8,47,M,0
1213,4,46,M,0
2312,6,44,M,0
694,2,50,F,0
1890,5,65,M,0
1352,4,74,F,0
3524,12,65,M,0
2488,6,57,M,0
2819,8,75,F,0
2586,8,62,M,0
4201,10,49,M,0
1242,4,41,M,0
794,1,75,F,1
1971,4,45,F,0
,2,22,M,0
2116,6,51,M,0
3597,7,59,M,0
1017,2,49,M,0
1519,4,53,F,0
539,1,33,F,0
4033,8,67,F,1
1917,5,54,M,0
,0,56,F,1
,4,38,F,0
2108,6,45,F,0
3689,10,50,F,0
1184,4,20,M,0
1234,3,34,M,0
1964,6,10,M,0
,2,45,M,0
372,0,33,M,0
1091,2,31,M,0
,4,48,F,0
997,1,54,F,1
4005,11,48,F,0
1804,3,41,M,1
,4,45,M,0
4130,10,20,F,0
2234,5,56,M,0
1818,6,44,F,0
1515,5,33,M,0
2340,4,66,M,1
2033,8,47,F,0
1611,4,26,M,0
551,0,58,F,1
1250,5,33,F,0
1786,4,48,F,0
811,0,26,M,0
1102,3,39,F,0
1870,5,29,M,0
665,2,51,F,0
2202,6,42,M,0
2142,4,35,M,0
1570,5,44,F,0
3316,10,27,M,0
1793,6,35,M,0
1731,6,50,F,0
3861,17,60,F,0
,0,68,F,1
511,2,44,F,0
4583,11,40,F,0
1604,6,36,F,0
,4,50,F,0
2496,8,55,M,0
5114,6,44,F,1
2825,6,27,M,0
3336,7,50,F,0
3861,12,60,F,0
3274,6,56,F,0
1511,2,31,F,0
2198,4,39,M,0
624,0,60,F,1
3412,6,41,M,1
,6,51,F,0
,5,43,M,0
3261,8,44,M,0
2187,6,34,M,0
1155,4,48,F,0
,7,63,F,1
,6,52,F,0
2042,19,49,M,1
2389,3,18,M,0
2257,4,20,F,0
4246,10,46,M,0
2560,6,47,M,0
914,2,65,F,0
1145,2,32,M,0
2984,5,30,F,0
1404,3,48,M,0
2666,5,46,M,0
463,1,45,M,0
,0,59,M,0
1269,4,36,M,0
1049,2,54,M,0
2272,6,26,M,0
2707,6,28,M,0
2181,4,65,F,1
3111,8,60,M,0
1624,5,55,M,0
2247,4,61,M,0
5688,10,53,F,0
1546,3,37,M,0
2440,5,52,F,0
3319,8,35,M,0
2522,6,45,M,0
2758,4,75,F,1
2871,8,50,F,0
2493,5,56,M,0
3000,6,61,M,0
1642,4,38,M,0
2938,4,47,F,0
3175,8,59,F,0
,6,17,M,0
,16,44,F,0
,8,47,F,0
1237,3,23,M,0
2450,5,38,M,0
512,1,54,F,0
2529,7,31,M,0
1874,7,74,F,1
1062,4,33,M,0
847,2,23,M,0
1876,4,41,M,0
1562,4,34,M,0
2300,6,20,M,0
1555,4,33,M,0
1446,3,44,M,0
2712,6,46,M,0
2619,4,18,M,0
3389,6,68,F,1
1839,4,48,M,0
1107,3,24,M,0
2506,4,40,M,0
2379,6,56,M,0
1597,4,60,M,0
1141,3,32,M,0
489,1,46,F,0
289,1,22,M,0
1665,5,69,F,0
1277,4,50,F,0
229,0,40,M,0
1657,4,48,F,0
1653,4,47,M,0
,6,29,M,0
1916,2,52,M,0
2304,2,35,M,0
3076,8,75,M,0
1592,4,61,M,0
1614,4,58,F,0
518,1,34,F,0
3599,4,68,M,1
978,1,57,F,0
5601,6,26,F,1
1035,3,31,M,0
1185,4,73,M,0
3247,10,72,F,0
1096,2,40,M,0
2118,6,37,M,0
539,0,54,M,0
408,0,16,M,0
2053,6,72,F,0
1201,2,59,F,0
2832,6,40,M,0
1134,4,66,F,0
1786,3,20,M,0
3110,8,63,M,0
2350,6,29,M,0
2609,4,66,F,0
906,2,66,M,0
1334,4,67,F,0
1702,2,17,F,0
1094,1,53,F,0
2322,6,72,M,0
1475,4,66,F,0
416,0,25,M,0
1540,4,62,M,0
1200,2,70,F,1
1012,2,49,M,0
1207,2,44,M,0
2471,5,64,F,0
1844,4,65,F,0
3708,10,24,F,0
1705,2,36,M,0
2012,6,69,M,0
1802,3,41,M,0
1397,4,54,M,0
797,2,54,M,0
583,2,59,F,0
236,0,16,M,0
1472,2,34,M,0
1414,2,58,F,0
1738,4,64,F,0
870,2,53,M,0
1945,4,42,M,0
1745,4,25,M,0
2019,2,36,M,0
1736,4,48,M,0
1722,4,48,M,0
544,0,40,F,0
2078,2,44,M,1
2057,3,25,M,0
2798,4,59,F,1
752,1,66,F,1
1569,3,37,M,0
1699,2,44,M,0
770,3,32,F,0
1253,4,31,M,0
,7,19,M,0
1155,4,31,F,0
2531,8,37,M,0
3712,11,52,F,0
338,1,41,M,0
294,0,71,F,1
1181,4,29,F,0
1181,4,44,M,0
969,2,72,M,1
3042,9,35,M,0
1738,5,66,F,0
2432,7,64,F,0
3128,9,13,M,0
1216,4,60,M,0
2954,8,54,F,0
348,1,41,M,0
2954,8,48,F,0
3822,11,46,M,0
2606,8,40,M,0
646,2,35,F,1
2085,6,45,F,0
646,2,55,M,1
,1,47,M,0
1879,4,67,M,0
2890,6,47,F,0
3837,7,62,F,1
2989,6,38,M,0
1439,4,66,M,0
1144,2,60,F,1
1355,3,54,M,0
1128,3,57,M,0
467,0,41,F,1
2368,6,46,F,0
2232,6,79,M,0
2552,6,59,F,0
5620,14,54,M,0
337,0,35,M,1
3560,10,58,F,0
2152,6,44,M,0
2016,5,59,F,0
,2,35,M,0
1145,4,42,M,0
355,0,47,F,0
796,4,44,M,0
1402,4,27,M,0
517,1,57,M,0
3808,18,58,F,0
776,1,57,F,1
1994,8,45,M,0
2098,7,60,M,0
1518,6,66,M,0
450,0,60,M,1
2418,10,73,F,0
1540,4,31,M,0
4129,18,63,F,0
2223,7,70,F,0
3996,12,54,F,0
2051,8,39,M,0
297,0,60,M,1
889,3,65,F,0
637,2,63,F,1
,6,54,M,0
786,2,68,F,1
1302,4,34,M,0
424,1,49,M,0
835,3,56,M,0
2351,7,32,M,0
1231,4,59,M,0
,4,54,M,0
1402,4,55,F,0
630,2,64,F,0
1338,6,67,M,0
2050,6,58,F,0
1140,4,48,F,0
1186,4,37,M,0
1215,3,57,M,1
429,1,61,F,0
1146,4,50,F,0
863,2,50,M,0
1763,6,66,F,0
397,0,69,M,1
1176,2,50,F,0
,5,26,M,0
1450,4,40,M,0
,2,37,M,0
2467,7,68,F,0
1349,4,46,M,0
640,2,24,M,0
654,2,42,F,0
2408,6,57,F,0
506,1,17,M,0
1933,4,51,M,0
284,0,61,F,0
1679,5,52,F,0
1832,4,54,M,0
2226,4,61,F,1
425,1,54,F,0
2825,8,56,M,0
581,2,29,M,0
3560,10,43,F,0
2212,6,61,F,0
1138,3,47,F,0
1931,6,61,M,0
1777,6,49,F,0
1182,4,64,F,0
1124,3,56,M,0
1760,5,52,M,0
1870,6,73,F,0
2441,6,55,M,0
1946,5,53,M,0
4156,12,49,F,0
,12,72,F,0
2076,6,57,F,0
471,1,50,M,0
3461,8,54,F,0
1040,2,39,M,0
631,2,48,M,0
1482,4,49,M,0
,14,56,M,1
3588,8,64,F,0
1415,4,61,F,0
1168,4,45,M,0
,3,45,F,0
1462,4,67,F,0
1336,4,53,F,0
1632,6,53,M,0
2615,6,51,F,0
1492,4,76,F,0
1390,4,27,M,0
1364,4,40,M,0
2369,6,49,F,0
1105,3,38,M,0
2769,6,53,F,0
438,0,74,F,1
1474,4,53,F,0
1334,4,49,M,0
912,2,27,F,0
881,2,29,M,0
1076,3,58,M,0
,4,53,F,0
2482,8,49,M,0
,1,56,M,1
,6,64,M,0
899,3,30,M,0
,3,49,M,0
,4,47,F,0
,1,49,M,0
,5,55,F,0
,1,58,F,1
2351,6,66,F,0
,2,36,M,0
1417,4,68,F,0
,2,50,M,0
,2,63,M,0
,2,36,M,0
1191,3,57,F,0
740,2,37,M,0
,4,37,M,0
,4,52,F,0
1632,4,47,F,0
571,2,61,M,0
1329,4,78,F,0
2566,6,56,F,0
4130,12,67,F,1
,2,37,F,0
1678,4,47,F,0
406,1,37,M,0
1019,3,56,M,0
1885,4,55,M,0
844,2,60,F,0
1005,3,48,M,0
996,3,51,M,0
1447,4,45,M,0
2087,6,30,M,0
2006,5,54,M,0
1456,3,37,M,0
848,2,43,F,0
1473,4,45,F,0
2250,6,72,M,0
1528,4,46,F,0
1393,4,48,M,0
1509,4,32,M,0
1463,4,53,F,0
,2,53,M,0
,3,44,M,0
2476,7,57,F,0
469,1,30,F,0
590,0,69,F,1
1131,2,27,F,0
456,0,60,M,1
1637,4,50,F,0
767,2,26,F,0
1165,3,56,M,0
2384,5,27,M,0
2079,6,61,F,0
1761,5,63,F,0
459,0,68,F,1
804,2,56,F,0
1888,6,66,F,0
1736,4,52,M,0
438,1,51,F,0
3936,10,62,F,0
423,1,44,M,0
1118,2,38,M,0
1923,4,57,M,0
3314,9,54,F,0
730,2,45,M,0
1311,4,43,F,0
2786,6,48,M,0
2006,5,24,M,0
1280,4,72,M,0
1596,4,54,F,0
442,1,56,F,0
2304,6,61,M,0
2230,6,56,F,0
1085,3,41,M,0
1822,6,68,F,0
2261,5,63,F,1
2498,5,52,F,1
2037,5,33,M,0
4976,12,47,M,0
1731,4,57,F,0
1476,4,25,M,0
,2,46,M,0
1918,6,72,F,0
1759,5,57,M,0
1121,2,53,F,1
615,0,47,F,1
1168,4,53,M,0
1022,4,67,M,0
2477,7,61,M,0
877,3,21,F,0
1738,7,42,F,0
1537,7,48,F,0
902,0,43,M,1
2736,14,37,M,0
1320,6,34,F,1
1947,5,29,M,0
1409,2,39,F,0
2236,6,28,M,0
998,4,61,M,0
860,4,33,M,0
997,4,10,M,0
2500,8,26,M,0
3230,12,51,F,0
1198,5,32,M,0
4296,18,61,M,1
1603,4,46,M,0
368,0,47,F,1
5396,16,58,M,1
356,0,54,F,1
1694,8,64,F,0
1566,4,28,F,0
1346,2,32,M,0
1611,7,58,F,0
1720,6,58,M,0
1315,6,45,M,0
1695,4,42,F,0
1385,6,58,F,0
1915,6,21,F,0
669,2,56,F,1
2994,9,30,F,0
1170,6,62,F,0
2538,10,57,F,0
1357,2,28,M,0
397,0,58,F,1
2005,8,59,M,0
4725,12,54,F,0
2166,6,21,M,0
197,0,57,M,0
,3,53,M,1
,8,61,F,0
2362,6,56,F,0
1181,3,66,M,0
1503,4,57,M,1
1181,3,61,F,0
1772,4,29,F,0
4528,12,52,F,0
3544,9,48,F,0
919,2,36,M,0
1102,3,31,M,0
2389,6,54,F,0
1286,4,42,M,0
1286,4,35,M,0
2940,8,31,F,0
1286,4,32,M,0
492,1,66,M,1
1102,3,41,M,0
735,2,61,M,0
2021,6,68,F,0
1470,4,51,F,0
4351,12,46,M,1
1838,5,31,F,0
184,0,33,M,0
2756,8,72,M,0
2205,6,24,M,0
1470,4,64,F,0
1102,3,25,F,0
309,0,69,F,1
2389,6,43,F,0
735,2,15,M,0
368,1,25,M,0
1470,4,55,F,0
,4,40,F,0
919,2,36,M,0
1044,2,21,F,1
2205,6,44,M,0
,6,42,M,0
368,1,38,M,0
1654,4,24,M,0
1312,2,64,M,0
2991,8,70,F,0
4578,5,52,F,1
3752,12,56,F,0
1394,4,60,F,0
1113,2,53,M,0
1586,2,44,M,0
2427,6,54,M,0
3013,6,45,F,0
1370,2,60,M,1
768,1,59,F,0
1849,4,61,M,0
1597,4,45,F,0
1479,2,60,F,0
1437,4,62,F,0
2036,4,50,M,0
434,0,24,M,1
584,0,70,M,1
3302,8,49,F,0
733,1,62,F,1
614,0,24,M,0
2142,3,65,F,1
1132,2,16,M,0
1419,3,37,M,0
1320,4,41,M,0
1558,4,46,M,0
2018,7,60,F,0
471,0,30,M,0
1830,6,53,F,0
1928,4,52,M,0
2439,4,58,F,0
2355,6,63,F,0
1745,4,46,M,0
1319,4,40,M,0
1730,4,37,M,0
2414,7,57,F,0
1663,5,65,F,0
528,0,50,F,0
1116,1,47,F,1
1697,4,49,F,0
458,0,21,M,0
1949,8,51,F,0
478,0,59,F,0
3308,4,56,M,1
2552,4,59,F,0
1747,4,54,F,0
482,2,42,F,0
330,0,72,M,1
2112,4,49,M,0
2738,6,40,M,0
1623,2,45,F,0
826,1,45,F,0
2671,6,51,F,0
1788,4,38,M,0
1963,4,46,M,0
468,0,46,F,0
1610,3,34,F,0
784,2,65,M,1
2644,8,68,F,0
2072,4,46,M,0
1292,2,52,F,0
1762,4,55,M,0
677,0,57,F,1
1869,4,33,M,0
1652,3,35,M,0
1749,2,24,M,0
858,1,34,M,0
1369,2,46,M,0
1269,3,28,M,0
4154,8,52,F,0
1596,4,15,M,0
426,0,36,M,0
2027,4,47,F,0
857,1,45,F,0
956,1,31,M,0
490,0,26,M,0
2055,4,62,F,0
2190,4,45,M,0
2478,6,62,F,0
1310,4,34,F,0
784,2,63,F,0
534,0,49,M,0
1097,2,44,M,0
1967,4,47,F,0
1233,2,35,M,0
2539,4,42,F,0
817,1,35,M,0
847,1,48,M,0
3512,7,53,F,0
2186,4,31,M,0
907,1,49,M,0
728,0,53,F,1
2346,6,63,M,0
906,1,47,F,0
1794,2,40,M,0
757,1,69,F,1
1965,4,64,M,0
2017,4,22,M,0
1876,4,28,M,0
1628,2,35,M,0
1702,2,30,M,0
559,0,48,M,0
498,0,51,M,0
4468,10,42,F,0
476,0,41,M,0
1621,2,49,F,1
406,0,20,M,0
1450,2,49,F,0
2479,7,66,F,0
1921,4,54,M,0
1753,2,25,M,0
880,1,71,F,1
995,1,55,F,1
475,0,43,M,0
1714,2,57,M,0
1666,2,34,F,0
785,0,71,M,1
1565,4,68,F,0
1525,4,58,F,0
1741,4,66,M,0
469,0,27,F,0
2292,4,42,M,0
477,0,50,F,0
2312,3,41,M,0
1796,2,53,M,0
1946,5,71,F,0
2950,4,63,M,1
2000,4,42,M,0
1932,4,62,F,0
1636,4,65,F,0
1151,2,39,M,0
568,0,53,F,0
1881,4,42,M,0
2146,6,71,F,0
2534,6,63,M,0
2822,7,69,F,0
1521,2,37,M,0
1107,1,26,M,0
1648,2,52,M,0
501,0,45,M,0
409,0,31,M,0
1824,2,64,M,0
1919,5,54,F,0
2258,2,74,M,1
393,0,46,M,0
1956,4,37,M,0
1223,2,28,M,0
1073,1,48,M,1
1440,2,37,M,0
1310,2,33,M,0
646,0,64,F,1
2204,3,38,M,0
952,2,65,F,0
1701,4,49,M,0
1976,4,56,F,0
1193,3,48,M,0
482,0,41,M,0
1282,2,32,M,0
1180,2,65,F,0
562,0,51,F,0
2148,4,51,M,0
719,1,14,M,0
3621,6,41,M,0
858,1,43,M,0
1396,2,36,M,0
1665,4,46,M,0
728,0,43,M,1
2394,5,46,F,0
1620,2,37,M,0
462,0,74,M,1
5357,14,53,M,0
1504,4,27,M,0
1564,2,66,F,1
437,1,48,M,0
440,0,39,M,1
1626,4,22,M,0
2645,6,51,M,0
2202,4,23,M,0
1242,4,64,M,0
1638,6,61,F,0
1724,6,66,M,1
1542,4,49,M,0
754,3,61,M,0
926,4,50,F,0
884,3,41,M,0
934,4,60,M,0
4459,16,55,F,0
1608,12,36,F,0
1729,8,47,F,0
1468,6,58,M,0
1027,4,43,M,0
1240,6,41,F,0
1880,4,54,M,0
1872,11,66,F,0
1968,6,24,M,0
,0,36,M,0
1214,4,34,M,0
1179,4,36,F,0
1230,5,51,F,0
1341,6,47,M,0
4951,17,63,F,0
2041,4,25,F,0
396,2,37,M,0
1716,5,35,F,0
1126,4,44,F,0
878,4,56,M,0
1430,4,57,M,0
1244,4,24,M,0
1595,3,39,F,0
1239,5,47,F,0
1286,4,62,M,0
973,2,43,M,0
1206,3,48,M,0
1117,4,28,F,0
1242,5,63,M,0
925,4,48,F,0
1192,4,68,F,0
1306,6,47,F,0
3047,8,58,F,0
950,4,53,M,0
1062,4,45,M,0
1271,4,45,M,0
1450,6,62,F,0
1600,7,45,M,0
846,3,62,M,0
897,4,65,F,0
979,4,40,F,0
3958,12,53,F,0
963,4,36,M,0
1924,7,30,M,0
904,3,32,M,0
3816,14,59,M,0
1404,5,54,F,0
1165,3,45,M,0
1250,5,59,M,0
1032,3,65,M,0
1309,4,38,M,0
880,0,57,F,1
1627,6,24,M,0
1413,4,65,M,0
657,2,55,M,0
1380,4,31,M,0
1176,6,58,F,0
1590,5,45,M,0
1074,4,43,M,0
864,3,44,F,0
752,4,52,M,0
708,2,32,M,0
1131,4,22,M,0
2974,10,46,F,0
969,4,30,F,0
796,4,51,M,0
1719,8,64,F,0
937,4,56,M,0
1564,1,58,F,1
720,2,21,M,0
318,1,30,M,0
,6,64,F,0
,1,30,M,0
887,3,29,M,0
,5,69,M,0
,2,36,M,0
,4,49,F,0
1344,4,46,M,0
641,2,53,M,0
1184,6,63,F,0
513,3,34,M,0
286,1,55,M,0
683,3,58,M,0
814,3,41,M,0
569,2,64,F,0
704,4,61,F,0
546,2,37,M,0
,4,58,M,0
1264,6,46,M,0
603,3,44,M,0
747,1,60,F,1
841,4,51,F,0
859,2,17,M,0
977,4,40,M,0
826,4,47,F,0
581,2,59,F,0
1611,4,52,M,0
1036,4,21,M,0
577,2,56,M,0
1266,2,68,F,1
636,2,49,F,1
870,2,53,F,1
,0,26,M,1
686,2,35,M,0
,2,38,F,0
,2,27,F,0
1139,4,49,M,0
726,2,37,M,0
1028,4,37,M,0
469,2,57,M,0
926,4,37,M,0
196,0,33,F,0
834,4,40,F,0
608,2,27,F,0
675,4,29,M,0
836,4,31,M,0
270,1,56,F,0
1336,6,47,M,0
1315,6,50,M,0
2517,2,22,M,0
1089,4,55,F,0
1307,4,62,M,0
623,2,19,M,0
524,2,54,F,1
753,4,48,F,0
412,2,61,M,0
2032,4,28,M,0
1176,2,50,F,0
605,2,39,M,0
1592,4,74,F,1
939,2,75,M,1
2062,4,43,M,0
937,4,64,F,0
512,2,50,M,0
1935,4,48,F,0
1104,4,58,F,0
1029,4,28,M,0
2094,6,62,M,0
634,2,51,M,0
904,4,45,F,0
212,0,22,M,0
655,2,50,M,0
1011,4,52,F,0
951,4,51,M,0
1122,4,65,M,0
2074,6,66,F,0
1203,3,56,F,1
1523,4,56,M,0
478,0,66,M,1
370,0,63,F,1
944,4,57,M,0
923,4,52,F,0
4269,8,67,M,0
1477,5,69,M,0
4649,11,46,M,0
1670,6,35,M,0
1121,4,55,F,0
762,2,61,F,1
874,4,54,F,0
948,4,46,F,0
1869,8,56,M,0
1928,4,26,M,0
1105,2,44,F,0
1401,5,57,F,0
179,0,26,M,0
1192,4,53,M,0
247,0,39,M,0
850,4,62,F,0
1097,2,40,F,1
1109,4,62,F,0
946,4,32,M,0
1040,4,69,F,0
2033,8,50,M,0
,4,57,F,0
1580,8,46,M,0
794,4,46,M,0
897,4,47,M,0
,3,46,F,0
,10,45,M,1
,4,69,M,0
1406,2,38,M,0
331,0,63,F,1
1382,4,30,M,0
1264,4,34,M,0
1588,3,46,M,0
1616,3,34,M,0
1567,5,52,F,0
5290,9,34,M,0
1607,4,52,F,0
378,0,35,F,1
1705,4,35,M,0
742,4,36,M,0
1768,6,51,M,0
637,2,38,M,0
1177,4,47,M,0
740,4,38,M,0
513,2,44,M,0
2502,8,18,M,1
820,2,26,M,0
146,0,43,M,0
919,4,37,M,0
1275,6,35,M,0
2659,7,34,M,0
1999,6,24,M,0
3223,6,25,M,0
1537,6,34,M,0
3411,6,38,M,0
2259,8,28,M,0
1729,8,41,M,0
2799,10,32,F,0
1138,5,34,M,0
1168,4,62,F,0
270,0,69,F,1
2479,6,25,M,0
1167,5,38,M,0
1279,4,44,M,0
1012,6,68,F,0
1684,5,38,M,0
1538,5,46,M,0
,2,65,M,0
2018,6,56,M,0
2204,5,55,F,0
1119,4,39,M,0
556,2,48,M,0
2456,6,42,M,0
1683,6,56,F,0
770,2,61,M,0
959,2,49,F,0
1190,3,29,M,0
1291,4,50,M,0
485,0,57,M,1
2562,2,47,M,1
1518,6,71,F,0
2252,2,38,F,0
1215,4,43,F,0
2661,8,55,F,0
421,0,36,F,1
1522,5,46,F,0
2923,7,28,M,0
1796,2,48,M,0
2263,5,25,M,0
256,0,51,M,0
1172,1,31,M,1
1034,2,48,F,0
1959,7,68,F,0
1403,6,59,M,0
911,3,37,M,0
902,2,46,F,0
1635,6,40,M,0
757,2,21,M,0
1241,4,35,M,0
2256,6,73,F,0
2060,3,26,M,0
1532,5,49,F,0
1050,4,29,F,0
1685,6,31,F,0
1252,4,42,F,0
124,0,49,M,0
284,0,32,M,0
2624,6,21,M,0
439,0,66,F,1
2434,6,37,M,0
2313,6,62,M,0
3124,8,34,M,0
1388,1,43,M,0
1636,4,30,M,0
930,3,57,M,0
1558,3,57,M,1
2036,6,36,M,0
2970,8,31,M,0
355,0,63,F,1
2128,4,28,M,0
1099,3,58,F,0
2538,14,49,M,0
1847,4,31,M,0
1042,4,49,F,0
632,4,48,M,0
1025,4,47,M,0
2432,10,53,M,0
2280,5,17,M,0
1259,4,43,M,0
1505,5,32,M,0
1778,6,57,M,0
2414,6,20,M,0
3384,10,67,F,0
2105,4,37,F,0
2138,3,54,M,0
1373,4,57,F,1
1250,5,51,F,0
1613,6,56,F,0
849,2,54,F,0
849,3,31,M,0
652,2,54,F,0
2244,8,39,F,0
939,4,55,F,0
841,3,41,M,0
,3,34,F,0
,5,42,M,0
,4,29,M,0
1091,2,30,M,0
1017,3,55,F,0
,8,61,M,0
1016,1,39,M,0
1255,4,51,F,0
646,2,25,M,0
1635,4,34,M,0
2134,5,54,M,0
,4,3,M,0
1917,3,24,M,0
1333,4,43,F,0
1840,3,48,M,0
1813,3,31,M,0
1688,3,56,F,0
1089,5,59,F,0
2561,4,38,M,0
2080,6,45,F,0
1639,4,31,F,0
1781,4,38,M,0
2767,8,30,F,0
2505,8,74,F,0
2201,3,37,M,0
1794,4,19,M,0
940,1,20,M,0
1060,4,56,F,0
1851,4,34,M,0
1037,2,61,F,0
3070,7,39,M,0
1014,3,64,F,0
2477,2,38,M,0
,4,41,M,0
368,0,59,F,1
1846,2,29,M,0
2008,4,23,M,0
3228,5,28,M,0
3044,4,25,M,0
4637,8,19,M,0
1719,6,68,F,0
,3,64,F,1
2393,4,49,M,0
2077,8,43,M,0
2756,4,42,M,0
1642,4,58,F,0
2661,2,31,M,0
1438,4,42,M,0
2747,5,42,M,0
1582,4,48,M,0
2133,4,42,F,0
2495,4,27,M,0
2730,5,11,M,0
2844,4,47,M,0
2636,5,35,M,0
1794,2,27,M,0
1329,4,68,M,0
2546,3,37,F,0
1751,4,46,F,0
2740,4,54,F,0
1218,5,34,M,0
2086,4,33,M,0
1182,7,64,M,0
2579,8,35,M,0
645,3,30,M,0
1113,6,35,M,0
956,6,33,F,0
1897,4,43,M,0
962,6,51,F,0
2060,5,51,M,0
793,4,45,F,0
1920,10,50,M,0
1557,8,52,M,0
557,3,53,M,0
,4,17,M,0
,3,47,F,0
,2,62,F,1
,0,54,M,1
1980,3,48,M,0
1857,4,51,M,0
2762,4,21,M,0
1554,4,60,F,0
1855,4,49,F,0
1198,3,53,F,0
2293,5,56,F,0
2052,2,59,F,0
1494,2,58,M,0
668,1,33,M,0
2061,4,33,M,0
1783,2,22,M,0
500,0,56,F,0
2284,3,35,M,0
3715,4,38,F,0
2295,4,53,F,0
1383,1,8,M,0
1926,4,54,M,0
554,0,44,M,0
2592,2,61,M,1
1024,2,38,M,0
1697,2,45,F,0
1382,2,32,M,0
2078,4,64,M,0
2427,2,20,M,0
2535,4,35,F,0
1409,3,24,F,0
874,0,46,M,0
995,0,19,M,0
3571,6,30,F,0
2758,2,42,F,0
794,1,54,F,0
854,1,53,M,0
,2,25,M,0
2014,2,37,M,0
1880,2,54,F,1
562,0,59,M,0
2201,4,41,M,0
2963,4,27,F,0
1543,1,34,M,0
1253,1,60,F,1
1606,3,50,M,0
900,0,58,M,1
1933,4,40,F,0
1686,3,54,F,0
245,0,21,M,1
841,2,1,F,0
2242,6,39,F,0
2058,7,23,M,0
1197,4,33,M,0
1109,3,53,M,0
556,1,24,M,0
1212,4,53,F,0
670,2,31,F,0
1291,4,26,M,0
492,1,28,M,0
622,1,39,M,0
1175,4,58,M,0
925,2,49,M,0
2634,6,47,M,0
2088,4,42,M,0
1137,4,55,M,0
1257,3,33,F,0
3218,12,38,M,0
695,2,31,M,0
497,1,26,M,0
329,0,52,M,1
1283,3,17,M,0
820,2,34,M,0
2220,8,46,M,0
626,4,41,M,0
666,4,39,M,0
318,4,66,F,0
775,6,59,M,0
815,6,63,F,0
650,2,45,F,0
746,2,63,M,0
1452,5,42,F,0
1004,2,41,F,0
734,0,28,M,0
2064,3,42,M,0
693,2,51,M,0
1765,4,46,F,0
2422,3,40,F,0
1010,4,40,M,0
758,2,41,M,0
1283,4,28,M,0
1073,2,51,M,0
1079,4,45,F,0
375,4,46,M,0
1952,3,30,M,0
1821,5,46,F,0
2140,8,67,F,0
2127,4,24,M,0
1785,4,45,M,0
964,1,27,M,0
554,3,34,M,0
631,3,53,M,0
2731,7,30,F,0
2465,6,44,F,0
1839,6,70,M,0
414,1,62,F,1
1844,6,42,M,0
727,1,65,F,1
,10,65,M,0
1354,3,50,M,0
4474,14,60,F,1
1732,6,72,F,0
864,0,48,M,1
572,2,58,M,0
588,0,64,M,1
2598,6,44,M,0
1206,4,53,F,0
1463,4,50,M,0
3332,10,54,M,0
385,0,60,F,1
1154,4,72,F,0
2897,8,50,M,0
1785,4,30,M,0
1595,6,47,M,0
1367,4,50,F,0
2261,4,56,M,1
1429,3,51,M,0
1971,6,50,F,0
582,1,42,M,0
1363,4,49,M,0
1646,4,49,F,0
1984,4,24,M,0
557,1,23,M,0
2178,4,34,M,0
623,0,57,M,1
2663,9,67,F,0
2190,6,51,F,0
2184,4,51,F,0
1478,5,74,F,0
3406,10,57,F,0
526,2,41,M,0
1682,3,22,M,0
788,2,34,M,0
809,0,74,F,1
1469,4,27,F,0
3037,9,49,F,0
1942,4,66,F,0
5344,13,57,F,0
1045,4,65,F,0
486,2,31,F,0
3474,8,58,F,0
2032,4,26,M,0
1764,4,49,M,0
1358,3,26,M,0
1954,5,55,M,0
1449,5,49,M,0
1013,3,70,F,0
2182,4,51,M,0
2298,6,47,M,0
5147,16,55,M,0
1376,4,50,F,0
5134,12,44,M,0
2219,6,37,M,0
2980,4,49,M,1
2480,8,58,F,0
1560,4,41,M,0
2625,8,70,F,0
2252,2,48,M,1
1952,4,63,M,0
1561,6,48,M,0
1965,4,42,M,0
1800,3,56,M,1
2115,6,34,M,0
664,2,58,F,0
1195,4,62,M,0
1460,4,56,F,0
1630,5,38,M,0
1950,4,44,F,0
1701,4,57,M,0
971,4,28,M,0
2488,6,8,F,0
1137,4,43,M,0
2108,4,53,F,0
94,0,28,F,0
2000,4,45,M,0
268,1,15,M,0
2686,8,45,M,0
3313,11,48,F,0
1589,6,53,F,0
1626,4,51,F,0
927,3,53,F,0
1204,4,56,F,0
515,1,51,F,0
1368,4,24,M,0
391,0,37,M,0
3201,10,62,M,0
1280,4,35,M,0
1039,2,50,M,1
1061,1,70,M,1
4326,8,27,M,1
299,0,55,M,1
1578,6,45,F,0
1509,4,65,F,0
463,2,50,F,0
484,2,33,F,0
1797,6,66,F,0
1203,4,38,M,0
1161,4,54,F,0
5508,12,61,M,1
2008,4,47,M,0
177,0,23,M,0
803,2,56,M,0
291,1,42,M,0
844,3,42,F,0
1318,3,36,M,0
544,2,26,M,0
596,0,47,F,0
1359,5,58,F,0
4230,12,65,F,0
5994,18,47,F,1
5426,17,51,F,0
1496,3,41,F,0
1409,4,38,M,0
1410,4,47,M,0
,6,50,M,0
1875,6,43,M,0
2017,5,58,M,0
1898,6,54,M,0
3831,10,49,M,0
1706,5,30,M,0
2330,5,49,F,0
1152,2,65,F,1
551,1,38,M,0
2217,6,58,F,0
1692,4,32,M,0
1436,4,52,F,0
1465,4,30,M,0
2949,10,64,F,0
